augmented_view_id,feature_id,feature_name,source_geometry_id,source_instance_id,source_image_file,augmentation_id,augmentation_type,rotation_deg,translation_x_px,translation_y_px,mirror,augmented_image_file,sha256
F01_SRC_048_V00,F01,external inclined contour,F01_GEOM_048,F01_SRC_048,data/raw/cv20/images/1/classes/0/0023.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_048/F01_SRC_048_V00.png,29bfe310383638abe26f48c503147113d845f8cba4a1f6421a1b56e3e2c33c88
F01_SRC_048_V01,F01,external inclined contour,F01_GEOM_048,F01_SRC_048,data/raw/cv20/images/1/classes/0/0023.png,AUG_01,rotation,5,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_048/F01_SRC_048_V01.png,01c684bfc98992974ee5ac664e589d979cfe5c80c6dfc8dfa28020de7e8f92df
F01_SRC_048_V02,F01,external inclined contour,F01_GEOM_048,F01_SRC_048,data/raw/cv20/images/1/classes/0/0023.png,AUG_02,translation,0,-3,-2,no,data/processed/cv20_augmented/images/F01/F01_SRC_048/F01_SRC_048_V02.png,eca5333f60ff761fd60612353fc91b03798416a3db6b8116003d00a0cd6b3eb9
F01_SRC_048_V03,F01,external inclined contour,F01_GEOM_048,F01_SRC_048,data/raw/cv20/images/1/classes/0/0023.png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F01/F01_SRC_048/F01_SRC_048_V03.png,40bf669f15f3b53ea0909e91d2fd99037cd8e172f52ed1db781110e42ddd04b6
F01_SRC_049_V00,F01,external inclined contour,F01_GEOM_049,F01_SRC_049,data/raw/cv20/images/1/classes/0/0024 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_049/F01_SRC_049_V00.png,6431637e6cfb0094d58a26654552921f6480899b37ea81ebfb676e608d90e45a
F01_SRC_049_V01,F01,external inclined contour,F01_GEOM_049,F01_SRC_049,data/raw/cv20/images/1/classes/0/0024 (2).png,AUG_01,rotation,15,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_049/F01_SRC_049_V01.png,135eaf0dbaa73b8fef3315b9fb7bbadcfd9632893c278f3431fbfac2f9c2b674
F01_SRC_049_V02,F01,external inclined contour,F01_GEOM_049,F01_SRC_049,data/raw/cv20/images/1/classes/0/0024 (2).png,AUG_02,translation,0,-2,-1,no,data/processed/cv20_augmented/images/F01/F01_SRC_049/F01_SRC_049_V02.png,a119bc1132f101899551caf66caff9201540e56916e4f2563ef69de10165d597
F01_SRC_049_V03,F01,external inclined contour,F01_GEOM_049,F01_SRC_049,data/raw/cv20/images/1/classes/0/0024 (2).png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F01/F01_SRC_049/F01_SRC_049_V03.png,d8210b0d5727fd018a7213df1cc9843df8c19e0536eb179e5dd11172a7c09d1b
F01_SRC_050_V00,F01,external inclined contour,F01_GEOM_050,F01_SRC_050,data/raw/cv20/images/1/classes/0/0024.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_050/F01_SRC_050_V00.png,f7c3ed02ebb7ecf62c8342c5e6bdc84d565c1e2bb1a8d0393a7169f5f38066c5
F01_SRC_050_V01,F01,external inclined contour,F01_GEOM_050,F01_SRC_050,data/raw/cv20/images/1/classes/0/0024.png,AUG_01,rotation,25,0,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_050/F01_SRC_050_V01.png,a168a9bc84a29f0b6f8b97582d96d06a2ecf6896911eb777340f1f238d8abb12
F01_SRC_050_V02,F01,external inclined contour,F01_GEOM_050,F01_SRC_050,data/raw/cv20/images/1/classes/0/0024.png,AUG_02,translation,0,-1,0,no,data/processed/cv20_augmented/images/F01/F01_SRC_050/F01_SRC_050_V02.png,76fc9d23ae8226a3b10bde4ddfba3ff26df3d34facd909efc8034ad6b6b27617
F01_SRC_050_V03,F01,external inclined contour,F01_GEOM_050,F01_SRC_050,data/raw/cv20/images/1/classes/0/0024.png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F01/F01_SRC_050/F01_SRC_050_V03.png,5b118d1c7338109d38db91410b2025bd582f9cfaca9a02d638856536e41ca1e0
F02_SRC_001_V00,F02,large-radius drafted transition,F02_GEOM_001,F02_SRC_001,data/raw/cv20/images/2/classes/0/0000 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_001/F02_SRC_001_V00.png,0f2933c668903177a159bea5750e7c336a32a8afbc90e17103fec0692543198a
F02_SRC_001_V01,F02,large-radius drafted transition,F02_GEOM_001,F02_SRC_001,data/raw/cv20/images/2/classes/0/0000 (2).png,AUG_01,rotation,45,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_001/F02_SRC_001_V01.png,7dc5c577a240bc66b3c1b01d573d6cb44f89055064e801f33e20c4c6869c316b
F02_SRC_001_V02,F02,large-radius drafted transition,F02_GEOM_001,F02_SRC_001,data/raw/cv20/images/2/classes/0/0000 (2).png,AUG_02,translation,0,0,2,no,data/processed/cv20_augmented/images/F02/F02_SRC_001/F02_SRC_001_V02.png,cb364dbb9cef7756942c386b05aa4274ad26d6a16d3e59ce35b2598ded610a2e
F02_SRC_001_V03,F02,large-radius drafted transition,F02_GEOM_001,F02_SRC_001,data/raw/cv20/images/2/classes/0/0000 (2).png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_001/F02_SRC_001_V03.png,d169fda5c87a9c96a3494780ccfc164b095c49bb837849fe4b4cc024f64bfd25
F02_SRC_002_V00,F02,large-radius drafted transition,F02_GEOM_002,F02_SRC_002,data/raw/cv20/images/2/classes/0/0000.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_002/F02_SRC_002_V00.png,15bc73148dc95b02d416810ba192791c07fd81017f34d4d967b7a5406b32524f
F02_SRC_002_V01,F02,large-radius drafted transition,F02_GEOM_002,F02_SRC_002,data/raw/cv20/images/2/classes/0/0000.png,AUG_01,rotation,10,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_002/F02_SRC_002_V01.png,99eb6158aa1975de554455bc397dcef519b2ecd422bbe26438ecc42ad712a1cd
F02_SRC_002_V02,F02,large-radius drafted transition,F02_GEOM_002,F02_SRC_002,data/raw/cv20/images/2/classes/0/0000.png,AUG_02,translation,0,1,3,no,data/processed/cv20_augmented/images/F02/F02_SRC_002/F02_SRC_002_V02.png,ea4700fb76b882c4d3a3fa8610c4afbb55ffbf19ca2d893a48c342c8021c1629
F02_SRC_002_V03,F02,large-radius drafted transition,F02_GEOM_002,F02_SRC_002,data/raw/cv20/images/2/classes/0/0000.png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_002/F02_SRC_002_V03.png,8b4a9efe81ea6d4f4ba9ab3900075ceefcf2f60ffaba90dc483f71f8b3bc5beb
F02_SRC_003_V00,F02,large-radius drafted transition,F02_GEOM_003,F02_SRC_003,data/raw/cv20/images/2/classes/0/0001 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_003/F02_SRC_003_V00.png,d652aa2775cba14698879c36555d8df5c3f56b3dd976d55cfd8200dd1ac1928b
F02_SRC_003_V01,F02,large-radius drafted transition,F02_GEOM_003,F02_SRC_003,data/raw/cv20/images/2/classes/0/0001 (2).png,AUG_01,rotation,20,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_003/F02_SRC_003_V01.png,c1f74a814b73633ba34a4587d06ca2d1656286f2b4140072e827911cd803ffb0
F02_SRC_003_V02,F02,large-radius drafted transition,F02_GEOM_003,F02_SRC_003,data/raw/cv20/images/2/classes/0/0001 (2).png,AUG_02,translation,0,2,-3,no,data/processed/cv20_augmented/images/F02/F02_SRC_003/F02_SRC_003_V02.png,9ab9c6723f660baa358ef6df75d74d35d9eaa0ff206415eba2c1f384512ee2a3
F02_SRC_003_V03,F02,large-radius drafted transition,F02_GEOM_003,F02_SRC_003,data/raw/cv20/images/2/classes/0/0001 (2).png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_003/F02_SRC_003_V03.png,b26ff35f55a8be4ad6a2d4df81ad7b6444776bed79d9cfedbf5b8376f041476e
F02_SRC_004_V00,F02,large-radius drafted transition,F02_GEOM_004,F02_SRC_004,data/raw/cv20/images/2/classes/0/0001.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_004/F02_SRC_004_V00.png,03146e3943b508f72cbee3e0c1b623b568b05f8076fd60f649710453d0965507
F02_SRC_004_V01,F02,large-radius drafted transition,F02_GEOM_004,F02_SRC_004,data/raw/cv20/images/2/classes/0/0001.png,AUG_01,rotation,30,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_004/F02_SRC_004_V01.png,77d81ce8a9baaa00a539594c2eedf685ac8259f45ed3cc55390e0331c97def32
F02_SRC_004_V02,F02,large-radius drafted transition,F02_GEOM_004,F02_SRC_004,data/raw/cv20/images/2/classes/0/0001.png,AUG_02,translation,0,3,-2,no,data/processed/cv20_augmented/images/F02/F02_SRC_004/F02_SRC_004_V02.png,bc70e4fd43c656de2eddfb284d20a4934daf79cf168446d348e71c8d07e6c38e
F02_SRC_004_V03,F02,large-radius drafted transition,F02_GEOM_004,F02_SRC_004,data/raw/cv20/images/2/classes/0/0001.png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_004/F02_SRC_004_V03.png,bea8e2dd00a992f5edaf912702c4ac4c1925334312451939fdaf8089b8956811
F02_SRC_005_V00,F02,large-radius drafted transition,F02_GEOM_005,F02_SRC_005,data/raw/cv20/images/2/classes/0/0002 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_005/F02_SRC_005_V00.png,8723f6690ac0f50fb628f3ca8a0460096164ed7c16c9a1c59ff6da512b341b29
F02_SRC_005_V01,F02,large-radius drafted transition,F02_GEOM_005,F02_SRC_005,data/raw/cv20/images/2/classes/0/0002 (2).png,AUG_01,rotation,40,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_005/F02_SRC_005_V01.png,6ffe2205b754c3809cb6b20393edc08e93971ac604e0a418c2254d538f963dda
F02_SRC_005_V02,F02,large-radius drafted transition,F02_GEOM_005,F02_SRC_005,data/raw/cv20/images/2/classes/0/0002 (2).png,AUG_02,translation,0,-3,-1,no,data/processed/cv20_augmented/images/F02/F02_SRC_005/F02_SRC_005_V02.png,002c4caac8124ee0647f5d49ee31460645e40d59eb1d36cb51d214a22c834908
F02_SRC_005_V03,F02,large-radius drafted transition,F02_GEOM_005,F02_SRC_005,data/raw/cv20/images/2/classes/0/0002 (2).png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_005/F02_SRC_005_V03.png,c0914fcab07af6f31b79a0ae754fadd14cf7a5e70e177cec55735fa17e1b5a00
F02_SRC_006_V00,F02,large-radius drafted transition,F02_GEOM_006,F02_SRC_006,data/raw/cv20/images/2/classes/0/0002.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_006/F02_SRC_006_V00.png,da188f0a0d6dd8703c3fc1dc289d0691b16eb4eac108f2f95d61ea3557e7831b
F02_SRC_006_V01,F02,large-radius drafted transition,F02_GEOM_006,F02_SRC_006,data/raw/cv20/images/2/classes/0/0002.png,AUG_01,rotation,5,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_006/F02_SRC_006_V01.png,49d8c53e0487503dafd597733b943ff482098fb499a7aa990b026f6fe6595954
F02_SRC_006_V02,F02,large-radius drafted transition,F02_GEOM_006,F02_SRC_006,data/raw/cv20/images/2/classes/0/0002.png,AUG_02,translation,0,-2,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_006/F02_SRC_006_V02.png,ea7739adfa325771624c57209df2ebbb5c6ff36be1c01a16fc7561b6e9ede221
F02_SRC_006_V03,F02,large-radius drafted transition,F02_GEOM_006,F02_SRC_006,data/raw/cv20/images/2/classes/0/0002.png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_006/F02_SRC_006_V03.png,0144d35fb1db07eddeddc04d00606f45303b3661fdf720e8f5d8065e7c7d5ed2
F02_SRC_007_V00,F02,large-radius drafted transition,F02_GEOM_007,F02_SRC_007,data/raw/cv20/images/2/classes/0/0003 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_007/F02_SRC_007_V00.png,a2f7fa07326385213664381b3ebb130b3a5346679e284e5aa35674a96d45ba90
F02_SRC_007_V01,F02,large-radius drafted transition,F02_GEOM_007,F02_SRC_007,data/raw/cv20/images/2/classes/0/0003 (2).png,AUG_01,rotation,15,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_007/F02_SRC_007_V01.png,d30ad1eb63bfdeb49743846be82313ab3560b17dc60463d0989ee055c9d9a06f
F02_SRC_007_V02,F02,large-radius drafted transition,F02_GEOM_007,F02_SRC_007,data/raw/cv20/images/2/classes/0/0003 (2).png,AUG_02,translation,0,-1,1,no,data/processed/cv20_augmented/images/F02/F02_SRC_007/F02_SRC_007_V02.png,6f37db33c8ae0dc654d230071f5fa729557bb335cb1369a8a73dc55a6dbfe7a1
F02_SRC_007_V03,F02,large-radius drafted transition,F02_GEOM_007,F02_SRC_007,data/raw/cv20/images/2/classes/0/0003 (2).png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_007/F02_SRC_007_V03.png,c14e005785e1cc1cfdf15e2267a3c930f7a615d0b267a33dc1324da75860b5fb
F02_SRC_008_V00,F02,large-radius drafted transition,F02_GEOM_008,F02_SRC_008,data/raw/cv20/images/2/classes/0/0003.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_008/F02_SRC_008_V00.png,df265cb9928c3870086f582727241dba93f30a7076b1f9732f2fe3e5fc7095ee
F02_SRC_008_V01,F02,large-radius drafted transition,F02_GEOM_008,F02_SRC_008,data/raw/cv20/images/2/classes/0/0003.png,AUG_01,rotation,25,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_008/F02_SRC_008_V01.png,e39f05b02eb3a11cb71143be3c13375ffc0c0422c34cb7b47d1ee3c33c074344
F02_SRC_008_V02,F02,large-radius drafted transition,F02_GEOM_008,F02_SRC_008,data/raw/cv20/images/2/classes/0/0003.png,AUG_02,translation,0,0,2,no,data/processed/cv20_augmented/images/F02/F02_SRC_008/F02_SRC_008_V02.png,a0c1300be172862a824170339135956bab4a6e69c1ca564a427693b7b5eb8d38
F02_SRC_008_V03,F02,large-radius drafted transition,F02_GEOM_008,F02_SRC_008,data/raw/cv20/images/2/classes/0/0003.png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_008/F02_SRC_008_V03.png,fc02e45c053eb02140f213108b5bf799e322480e8da1f24a27a012c8390daf8d
F02_SRC_009_V00,F02,large-radius drafted transition,F02_GEOM_009,F02_SRC_009,data/raw/cv20/images/2/classes/0/0004 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_009/F02_SRC_009_V00.png,56d357029f25e38051424f21ef7f62b61181110ff299fbcde1f191751528c02e
F02_SRC_009_V01,F02,large-radius drafted transition,F02_GEOM_009,F02_SRC_009,data/raw/cv20/images/2/classes/0/0004 (2).png,AUG_01,rotation,35,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_009/F02_SRC_009_V01.png,c661e96dcfb0d8f2ea60f9d608ac37316f29f3b787161dc1511e51be6c01a5e7
F02_SRC_009_V02,F02,large-radius drafted transition,F02_GEOM_009,F02_SRC_009,data/raw/cv20/images/2/classes/0/0004 (2).png,AUG_02,translation,0,1,3,no,data/processed/cv20_augmented/images/F02/F02_SRC_009/F02_SRC_009_V02.png,1b4a4a403cd8b8056785b2a1815d1bd0c52ccbd6e7e4301f7ebae017ff9c3daf
F02_SRC_009_V03,F02,large-radius drafted transition,F02_GEOM_009,F02_SRC_009,data/raw/cv20/images/2/classes/0/0004 (2).png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_009/F02_SRC_009_V03.png,cef35fd43cb8563508c61c272db04dc851005d772346dbac41f2d45dbfef9f47
F02_SRC_010_V00,F02,large-radius drafted transition,F02_GEOM_010,F02_SRC_010,data/raw/cv20/images/2/classes/0/0004.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_010/F02_SRC_010_V00.png,aabc394a5fd38cf4ec53f9e2c955bcaec7e46810403a0311b3f5a20393090956
F02_SRC_010_V01,F02,large-radius drafted transition,F02_GEOM_010,F02_SRC_010,data/raw/cv20/images/2/classes/0/0004.png,AUG_01,rotation,45,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_010/F02_SRC_010_V01.png,193c45cbd32d09644525961b328ee1e4dd2cc90d8d1297d766a8dd6c73476117
F02_SRC_010_V02,F02,large-radius drafted transition,F02_GEOM_010,F02_SRC_010,data/raw/cv20/images/2/classes/0/0004.png,AUG_02,translation,0,2,-3,no,data/processed/cv20_augmented/images/F02/F02_SRC_010/F02_SRC_010_V02.png,d41c185054c96e6cf585a7549d6cda90664e113954918ac09fa7ef4a14ef946e
F02_SRC_010_V03,F02,large-radius drafted transition,F02_GEOM_010,F02_SRC_010,data/raw/cv20/images/2/classes/0/0004.png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_010/F02_SRC_010_V03.png,9b9be729ee3529e108cdfd08df4ed76d77c41f2a11deb2b926c1e12a5b17337a
F02_SRC_011_V00,F02,large-radius drafted transition,F02_GEOM_011,F02_SRC_011,data/raw/cv20/images/2/classes/0/0005 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_011/F02_SRC_011_V00.png,74f96dd56cc7bd55ca69b6b635041fe051cacf686a60af1fe070deac8374f5c9
F02_SRC_011_V01,F02,large-radius drafted transition,F02_GEOM_011,F02_SRC_011,data/raw/cv20/images/2/classes/0/0005 (2).png,AUG_01,rotation,10,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_011/F02_SRC_011_V01.png,38c3a6336fff13645995741e16cc873a4c84c43375335de933cb8bb8252fe23a
F02_SRC_011_V02,F02,large-radius drafted transition,F02_GEOM_011,F02_SRC_011,data/raw/cv20/images/2/classes/0/0005 (2).png,AUG_02,translation,0,3,-2,no,data/processed/cv20_augmented/images/F02/F02_SRC_011/F02_SRC_011_V02.png,35aa55bd99d89e4b8fcb1be5cb2aceeba322daff30f834056b61a26e6d847064
F02_SRC_011_V03,F02,large-radius drafted transition,F02_GEOM_011,F02_SRC_011,data/raw/cv20/images/2/classes/0/0005 (2).png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_011/F02_SRC_011_V03.png,58f37cdf99ea370cb4d534dea742a64bafdb874c42896f9a81f4bc217572095c
F02_SRC_012_V00,F02,large-radius drafted transition,F02_GEOM_012,F02_SRC_012,data/raw/cv20/images/2/classes/0/0005.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_012/F02_SRC_012_V00.png,905eaa0465d7dd24838e355d0219fd64f77cf3388ffbb0ec25fbfc54309cfe23
F02_SRC_012_V01,F02,large-radius drafted transition,F02_GEOM_012,F02_SRC_012,data/raw/cv20/images/2/classes/0/0005.png,AUG_01,rotation,20,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_012/F02_SRC_012_V01.png,d2d3e1c513b0838882a4887db0620e95f813f021c7a439db1d4ca7f129e8882c
F02_SRC_012_V02,F02,large-radius drafted transition,F02_GEOM_012,F02_SRC_012,data/raw/cv20/images/2/classes/0/0005.png,AUG_02,translation,0,-3,-1,no,data/processed/cv20_augmented/images/F02/F02_SRC_012/F02_SRC_012_V02.png,65465c0fd5e8b501290bcf2081f976b5bcf08cb75d6e8f718e2de15fed5b2058
F02_SRC_012_V03,F02,large-radius drafted transition,F02_GEOM_012,F02_SRC_012,data/raw/cv20/images/2/classes/0/0005.png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_012/F02_SRC_012_V03.png,42970a6839f536232d38b59e3f65fa3970961ade84f558711913149ed4ae6c4c
F02_SRC_013_V00,F02,large-radius drafted transition,F02_GEOM_013,F02_SRC_013,data/raw/cv20/images/2/classes/0/0006 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_013/F02_SRC_013_V00.png,b26fab44b5c0eb0570fffb8ed3c40b24e0c3b98ad7714940b1543f600979640f
F02_SRC_013_V01,F02,large-radius drafted transition,F02_GEOM_013,F02_SRC_013,data/raw/cv20/images/2/classes/0/0006 (2).png,AUG_01,rotation,30,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_013/F02_SRC_013_V01.png,5ba9ae3aa609232fd4016d111e1d722ed383b59d99bb0adcdf145b499f20dd4f
F02_SRC_013_V02,F02,large-radius drafted transition,F02_GEOM_013,F02_SRC_013,data/raw/cv20/images/2/classes/0/0006 (2).png,AUG_02,translation,0,-2,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_013/F02_SRC_013_V02.png,3877305abdea399f0476ba634fd47d00b004f4396a5c7afc570f882e58044e82
F02_SRC_013_V03,F02,large-radius drafted transition,F02_GEOM_013,F02_SRC_013,data/raw/cv20/images/2/classes/0/0006 (2).png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_013/F02_SRC_013_V03.png,eacfe5bf270ee5e460e840abd00c6653751edd55b10a35c1dc98116a60364397
F02_SRC_014_V00,F02,large-radius drafted transition,F02_GEOM_014,F02_SRC_014,data/raw/cv20/images/2/classes/0/0006.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V00.png,dcd097081a2a154f2251f456f2b44fd2b86a5f14b7473735ba269dbc17b077e7
F02_SRC_014_V01,F02,large-radius drafted transition,F02_GEOM_014,F02_SRC_014,data/raw/cv20/images/2/classes/0/0006.png,AUG_01,rotation,40,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V01.png,8731c06253bfa2c4a74ab4a55b020ac4d65a3269e2a0a7c1b0ad74e9613427a6
F02_SRC_014_V02,F02,large-radius drafted transition,F02_GEOM_014,F02_SRC_014,data/raw/cv20/images/2/classes/0/0006.png,AUG_02,translation,0,-1,1,no,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V02.png,691296d7005ca1718483ea643091ce481b6161a6d5beeace7aeaaf9ca4c9ed5a
F02_SRC_014_V03,F02,large-radius drafted transition,F02_GEOM_014,F02_SRC_014,data/raw/cv20/images/2/classes/0/0006.png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V03.png,07a66a947072340a10c252accfae1cedd60534089c3dfb74610609fabca9a1a1
F02_SRC_015_V00,F02,large-radius drafted transition,F02_GEOM_015,F02_SRC_015,data/raw/cv20/images/2/classes/0/0007 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V00.png,2816c82d23083860a3c1676bd7a52da2ff80b85ae3764db9e3f975ea4dd715f0
F02_SRC_015_V01,F02,large-radius drafted transition,F02_GEOM_015,F02_SRC_015,data/raw/cv20/images/2/classes/0/0007 (2).png,AUG_01,rotation,5,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V01.png,2682bf9279781712d234ca0f613361132a8810b02a4c7ab0c74e46b34a6cad6b
F02_SRC_015_V02,F02,large-radius drafted transition,F02_GEOM_015,F02_SRC_015,data/raw/cv20/images/2/classes/0/0007 (2).png,AUG_02,translation,0,0,2,no,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V02.png,77b433b3838f068958fe460a0cdc1bb01338eaa8e0165b46f4b56f8a03b09d69
F02_SRC_015_V03,F02,large-radius drafted transition,F02_GEOM_015,F02_SRC_015,data/raw/cv20/images/2/classes/0/0007 (2).png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V03.png,5d4ea414ff4dac0489a36303806ebb0658182964ac2ed08981114b359f548816
F02_SRC_016_V00,F02,large-radius drafted transition,F02_GEOM_016,F02_SRC_016,data/raw/cv20/images/2/classes/0/0007.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V00.png,22e93027414e8d61667cfcdd7ec4e54d065e0f206da38218d022850c46b69e75
F02_SRC_016_V01,F02,large-radius drafted transition,F02_GEOM_016,F02_SRC_016,data/raw/cv20/images/2/classes/0/0007.png,AUG_01,rotation,15,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V01.png,13d6e9ebda07c2f76fefcadb220f78d4c42b5bcf4ce8972a534b970c21d3f58e
F02_SRC_016_V02,F02,large-radius drafted transition,F02_GEOM_016,F02_SRC_016,data/raw/cv20/images/2/classes/0/0007.png,AUG_02,translation,0,1,3,no,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V02.png,29dc38101f65305947bd1d0836330fb55d07277144e4508a71cf3e2f5435f1c6
F02_SRC_016_V03,F02,large-radius drafted transition,F02_GEOM_016,F02_SRC_016,data/raw/cv20/images/2/classes/0/0007.png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V03.png,6d151d392c10a79afb574e3de8a89b4818a2d6a55d5ce9b730a6ee7d92b3fc37
F02_SRC_017_V00,F02,large-radius drafted transition,F02_GEOM_017,F02_SRC_017,data/raw/cv20/images/2/classes/0/0008 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V00.png,58900117487f3b346e0da46fe3257445c8c65957a670260f25782f55675b1bf5
F02_SRC_017_V01,F02,large-radius drafted transition,F02_GEOM_017,F02_SRC_017,data/raw/cv20/images/2/classes/0/0008 (2).png,AUG_01,rotation,25,0,0,no,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V01.png,3841c6036da6a0a7c25ce6e0235d3f9e6569d4c1f5467ef1a6e4da07cd5af117
F02_SRC_017_V02,F02,large-radius drafted transition,F02_GEOM_017,F02_SRC_017,data/raw/cv20/images/2/classes/0/0008 (2).png,AUG_02,translation,0,2,-3,no,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V02.png,365f651e04bad055903c0ce69b06aa512e6154805ea468c80d5205913762bcf9
F02_SRC_017_V03,F02,large-radius drafted transition,F02_GEOM_017,F02_SRC_017,data/raw/cv20/images/2/classes/0/0008 (2).png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V03.png,6706ea1d21215a192f69cebf87775656f74adc354edb183b6ea6f2a1de5e65dd
