sample_id,case_id,feature_id,source_geometry_id,source_instance_id,view_id,augmentation_id,instruction_id,split_id,image_file,cad_model_file,kg_file,prompt_template,retrieval_exclusion_key,is_from_heldout_validation_case,is_validation_representative_sample,validation_record_key
AI5K_00566,F02_CASE_014,F02,F02_GEOM_014,F02_SRC_014,F02_SRC_014_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_014,0,0,
AI5K_00567,F02_CASE_014,F02,F02_GEOM_014,F02_SRC_014,F02_SRC_014_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_014,0,0,
AI5K_00568,F02_CASE_014,F02,F02_GEOM_014,F02_SRC_014,F02_SRC_014_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_014,0,0,
AI5K_00569,F02_CASE_014,F02,F02_GEOM_014,F02_SRC_014,F02_SRC_014_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_014,0,0,
AI5K_00570,F02_CASE_014,F02,F02_GEOM_014,F02_SRC_014,F02_SRC_014_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_014/F02_SRC_014_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_014,0,0,
AI5K_00571,F02_CASE_015,F02,F02_GEOM_015,F02_SRC_015,F02_SRC_015_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_015,0,0,
AI5K_00572,F02_CASE_015,F02,F02_GEOM_015,F02_SRC_015,F02_SRC_015_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_015,0,0,
AI5K_00573,F02_CASE_015,F02,F02_GEOM_015,F02_SRC_015,F02_SRC_015_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_015,0,0,
AI5K_00574,F02_CASE_015,F02,F02_GEOM_015,F02_SRC_015,F02_SRC_015_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_015,0,0,
AI5K_00575,F02_CASE_015,F02,F02_GEOM_015,F02_SRC_015,F02_SRC_015_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_015/F02_SRC_015_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_015,0,0,
AI5K_00576,F02_CASE_016,F02,F02_GEOM_016,F02_SRC_016,F02_SRC_016_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_016,0,0,
AI5K_00577,F02_CASE_016,F02,F02_GEOM_016,F02_SRC_016,F02_SRC_016_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_016,0,0,
AI5K_00578,F02_CASE_016,F02,F02_GEOM_016,F02_SRC_016,F02_SRC_016_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_016,0,0,
AI5K_00579,F02_CASE_016,F02,F02_GEOM_016,F02_SRC_016,F02_SRC_016_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_016,0,0,
AI5K_00580,F02_CASE_016,F02,F02_GEOM_016,F02_SRC_016,F02_SRC_016_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_016/F02_SRC_016_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_016,0,0,
AI5K_00581,F02_CASE_017,F02,F02_GEOM_017,F02_SRC_017,F02_SRC_017_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_017,0,0,
AI5K_00582,F02_CASE_017,F02,F02_GEOM_017,F02_SRC_017,F02_SRC_017_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_017,0,0,
AI5K_00583,F02_CASE_017,F02,F02_GEOM_017,F02_SRC_017,F02_SRC_017_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_017,0,0,
AI5K_00584,F02_CASE_017,F02,F02_GEOM_017,F02_SRC_017,F02_SRC_017_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_017,0,0,
AI5K_00585,F02_CASE_017,F02,F02_GEOM_017,F02_SRC_017,F02_SRC_017_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_017/F02_SRC_017_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_017,0,0,
AI5K_00586,F02_CASE_018,F02,F02_GEOM_018,F02_SRC_018,F02_SRC_018_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_018/F02_SRC_018_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_018,0,0,
AI5K_00587,F02_CASE_018,F02,F02_GEOM_018,F02_SRC_018,F02_SRC_018_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_018/F02_SRC_018_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_018,0,0,
AI5K_00588,F02_CASE_018,F02,F02_GEOM_018,F02_SRC_018,F02_SRC_018_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_018/F02_SRC_018_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_018,0,0,
AI5K_00589,F02_CASE_018,F02,F02_GEOM_018,F02_SRC_018,F02_SRC_018_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_018/F02_SRC_018_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_018,0,0,
AI5K_00590,F02_CASE_018,F02,F02_GEOM_018,F02_SRC_018,F02_SRC_018_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_018/F02_SRC_018_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_018,0,0,
AI5K_00591,F02_CASE_019,F02,F02_GEOM_019,F02_SRC_019,F02_SRC_019_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_019/F02_SRC_019_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_019,0,0,
AI5K_00592,F02_CASE_019,F02,F02_GEOM_019,F02_SRC_019,F02_SRC_019_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_019/F02_SRC_019_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_019,0,0,
AI5K_00593,F02_CASE_019,F02,F02_GEOM_019,F02_SRC_019,F02_SRC_019_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_019/F02_SRC_019_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_019,0,0,
AI5K_00594,F02_CASE_019,F02,F02_GEOM_019,F02_SRC_019,F02_SRC_019_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_019/F02_SRC_019_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_019,0,0,
AI5K_00595,F02_CASE_019,F02,F02_GEOM_019,F02_SRC_019,F02_SRC_019_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_019/F02_SRC_019_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_019,0,0,
AI5K_00596,F02_CASE_020,F02,F02_GEOM_020,F02_SRC_020,F02_SRC_020_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_020/F02_SRC_020_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_020,0,0,
AI5K_00597,F02_CASE_020,F02,F02_GEOM_020,F02_SRC_020,F02_SRC_020_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_020/F02_SRC_020_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_020,0,0,
AI5K_00598,F02_CASE_020,F02,F02_GEOM_020,F02_SRC_020,F02_SRC_020_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_020/F02_SRC_020_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_020,0,0,
AI5K_00599,F02_CASE_020,F02,F02_GEOM_020,F02_SRC_020,F02_SRC_020_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_020/F02_SRC_020_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_020,0,0,
AI5K_00600,F02_CASE_020,F02,F02_GEOM_020,F02_SRC_020,F02_SRC_020_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_020/F02_SRC_020_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_020,0,0,
AI5K_00601,F02_CASE_021,F02,F02_GEOM_021,F02_SRC_021,F02_SRC_021_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_021/F02_SRC_021_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_021,0,0,
AI5K_00602,F02_CASE_021,F02,F02_GEOM_021,F02_SRC_021,F02_SRC_021_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_021/F02_SRC_021_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_021,0,0,
AI5K_00603,F02_CASE_021,F02,F02_GEOM_021,F02_SRC_021,F02_SRC_021_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_021/F02_SRC_021_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_021,0,0,
AI5K_00604,F02_CASE_021,F02,F02_GEOM_021,F02_SRC_021,F02_SRC_021_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_021/F02_SRC_021_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_021,0,0,
AI5K_00605,F02_CASE_021,F02,F02_GEOM_021,F02_SRC_021,F02_SRC_021_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_021/F02_SRC_021_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_021,0,0,
AI5K_00606,F02_CASE_022,F02,F02_GEOM_022,F02_SRC_022,F02_SRC_022_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_022/F02_SRC_022_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_022,0,0,
AI5K_00607,F02_CASE_022,F02,F02_GEOM_022,F02_SRC_022,F02_SRC_022_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_022/F02_SRC_022_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_022,0,0,
AI5K_00608,F02_CASE_022,F02,F02_GEOM_022,F02_SRC_022,F02_SRC_022_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_022/F02_SRC_022_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_022,0,0,
AI5K_00609,F02_CASE_022,F02,F02_GEOM_022,F02_SRC_022,F02_SRC_022_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_022/F02_SRC_022_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_022,0,0,
AI5K_00610,F02_CASE_022,F02,F02_GEOM_022,F02_SRC_022,F02_SRC_022_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_022/F02_SRC_022_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_022,0,0,
AI5K_00611,F02_CASE_023,F02,F02_GEOM_023,F02_SRC_023,F02_SRC_023_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_023/F02_SRC_023_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_023,0,0,
AI5K_00612,F02_CASE_023,F02,F02_GEOM_023,F02_SRC_023,F02_SRC_023_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_023/F02_SRC_023_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_023,0,0,
AI5K_00613,F02_CASE_023,F02,F02_GEOM_023,F02_SRC_023,F02_SRC_023_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_023/F02_SRC_023_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_023,0,0,
AI5K_00614,F02_CASE_023,F02,F02_GEOM_023,F02_SRC_023,F02_SRC_023_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_023/F02_SRC_023_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_023,0,0,
AI5K_00615,F02_CASE_023,F02,F02_GEOM_023,F02_SRC_023,F02_SRC_023_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_023/F02_SRC_023_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_023,0,0,
AI5K_00616,F02_CASE_024,F02,F02_GEOM_024,F02_SRC_024,F02_SRC_024_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_024/F02_SRC_024_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_024,0,0,
AI5K_00617,F02_CASE_024,F02,F02_GEOM_024,F02_SRC_024,F02_SRC_024_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_024/F02_SRC_024_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_024,0,0,
AI5K_00618,F02_CASE_024,F02,F02_GEOM_024,F02_SRC_024,F02_SRC_024_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_024/F02_SRC_024_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_024,0,0,
AI5K_00619,F02_CASE_024,F02,F02_GEOM_024,F02_SRC_024,F02_SRC_024_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_024/F02_SRC_024_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_024,0,0,
AI5K_00620,F02_CASE_024,F02,F02_GEOM_024,F02_SRC_024,F02_SRC_024_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_024/F02_SRC_024_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_024,0,0,
AI5K_00621,F02_CASE_025,F02,F02_GEOM_025,F02_SRC_025,F02_SRC_025_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_025/F02_SRC_025_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_025,0,0,
AI5K_00622,F02_CASE_025,F02,F02_GEOM_025,F02_SRC_025,F02_SRC_025_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_025/F02_SRC_025_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_025,0,0,
AI5K_00623,F02_CASE_025,F02,F02_GEOM_025,F02_SRC_025,F02_SRC_025_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_025/F02_SRC_025_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_025,0,0,
AI5K_00624,F02_CASE_025,F02,F02_GEOM_025,F02_SRC_025,F02_SRC_025_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_025/F02_SRC_025_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_025,0,0,
AI5K_00625,F02_CASE_025,F02,F02_GEOM_025,F02_SRC_025,F02_SRC_025_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_025/F02_SRC_025_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_025,0,0,
AI5K_00626,F02_CASE_026,F02,F02_GEOM_026,F02_SRC_026,F02_SRC_026_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_026/F02_SRC_026_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_026,0,0,
AI5K_00627,F02_CASE_026,F02,F02_GEOM_026,F02_SRC_026,F02_SRC_026_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_026/F02_SRC_026_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_026,0,0,
AI5K_00628,F02_CASE_026,F02,F02_GEOM_026,F02_SRC_026,F02_SRC_026_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_026/F02_SRC_026_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_026,0,0,
AI5K_00629,F02_CASE_026,F02,F02_GEOM_026,F02_SRC_026,F02_SRC_026_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_026/F02_SRC_026_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_026,0,0,
AI5K_00630,F02_CASE_026,F02,F02_GEOM_026,F02_SRC_026,F02_SRC_026_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_026/F02_SRC_026_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_026,0,0,
AI5K_00631,F02_CASE_027,F02,F02_GEOM_027,F02_SRC_027,F02_SRC_027_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_027/F02_SRC_027_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_027,0,0,
AI5K_00632,F02_CASE_027,F02,F02_GEOM_027,F02_SRC_027,F02_SRC_027_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_027/F02_SRC_027_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_027,0,0,
AI5K_00633,F02_CASE_027,F02,F02_GEOM_027,F02_SRC_027,F02_SRC_027_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_027/F02_SRC_027_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_027,0,0,
AI5K_00634,F02_CASE_027,F02,F02_GEOM_027,F02_SRC_027,F02_SRC_027_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_027/F02_SRC_027_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_027,0,0,
AI5K_00635,F02_CASE_027,F02,F02_GEOM_027,F02_SRC_027,F02_SRC_027_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_027/F02_SRC_027_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_027,0,0,
AI5K_00636,F02_CASE_028,F02,F02_GEOM_028,F02_SRC_028,F02_SRC_028_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_028/F02_SRC_028_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_028,0,0,
AI5K_00637,F02_CASE_028,F02,F02_GEOM_028,F02_SRC_028,F02_SRC_028_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_028/F02_SRC_028_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_028,0,0,
AI5K_00638,F02_CASE_028,F02,F02_GEOM_028,F02_SRC_028,F02_SRC_028_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F02/F02_SRC_028/F02_SRC_028_V02.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_028,0,0,
AI5K_00639,F02_CASE_028,F02,F02_GEOM_028,F02_SRC_028,F02_SRC_028_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F02/F02_SRC_028/F02_SRC_028_V03.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_028,0,0,
AI5K_00640,F02_CASE_028,F02,F02_GEOM_028,F02_SRC_028,F02_SRC_028_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F02/F02_SRC_028/F02_SRC_028_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_028,0,0,
AI5K_00641,F02_CASE_029,F02,F02_GEOM_029,F02_SRC_029,F02_SRC_029_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F02/F02_SRC_029/F02_SRC_029_V00.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_029,0,0,
AI5K_00642,F02_CASE_029,F02,F02_GEOM_029,F02_SRC_029,F02_SRC_029_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F02/F02_SRC_029/F02_SRC_029_V01.png,data/raw/cv20/cad_xt/2.x_t,data/raw/aero_mpkg/json/F02.json,data/processed/process_planning_prompt_v1.txt,F02_SRC_029,0,0,
